SalaryUSD	Country	PrimaryDatabase	YearsWithThisDatabase	OtherDatabases	JobTitle	YearsWithThisTypeOfJob	Education	HoursWorkedPerWeek
113000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle"	Developer: T-SQL	2	Bachelors (4 years)	40
50750	United States	Microsoft SQL Server	7		"Developer: App code (C#, JS, etc)"	7	Associates (2 years)	40
80000	United States	Microsoft SQL Server	6		DBA	2	Bachelors (4 years)	40
97500	United States	Microsoft SQL Server	7		DBA	8	None (no degree completed)	46
115000	United States	Microsoft SQL Server	20	Oracle	DBA	20	None (no degree completed)	40
90000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access"	DBA	4	Bachelors (4 years)	60
91800	United States	Microsoft SQL Server	3	"MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)"	DBA	4	Bachelors (4 years)	50
93000	United States	Microsoft SQL Server	8	"MySQL/MariaDB, Microsoft Access"	"Developer: App code (C#, JS, etc)"	9	Associates (2 years)	43
225000	United States	Microsoft SQL Server	9	MySQL/MariaDB	Architect	5	Masters	60
94000	United States	Microsoft SQL Server	18	"Oracle, Cache"	DBA	15	Bachelors (4 years)	55
65000	United States	Microsoft SQL Server	2	"PostgreSQL, Microsoft Access"	DBA	1	Bachelors (4 years)	40
90000	United States	Microsoft SQL Server	15	"MySQL/MariaDB, PostgreSQL, Redis, SQLite, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	20	None (no degree completed)	40
105000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, Microsoft Access"	Engineer	4	Bachelors (4 years)	40
83599	United States	Microsoft SQL Server	15		Developer: T-SQL	11	Bachelors (4 years)	40
70000	United States	Microsoft SQL Server	3	"Microsoft SQL Server, PostgreSQL"	Developer: T-SQL	2	Bachelors (4 years)	50
92000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, Oracle, MySQL/MariaDB"	DBA	2	Masters	40
119000	United States	Microsoft SQL Server	10		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	45
120792	United States	Microsoft SQL Server	11	"Azure SQL DB, Amazon RDS (any flavor)"	Architect	2	Bachelors (4 years)	40
35000	France	Microsoft SQL Server	2		Developer: T-SQL	1	Masters	40
145000	United States	Microsoft SQL Server	5	PostgreSQL	DBA	1	Masters	35
62000	United Kingdom	Microsoft SQL Server	4		DBA	3	None (no degree completed)	40
112000	United States	Microsoft SQL Server	12	"Oracle, MySQL/MariaDB, DB2, Microsoft Access"	DBA	8	Bachelors (4 years)	40
133900	United States	Microsoft SQL Server	21	"MySQL/MariaDB, MongoDB, Microsoft Access, Azure SQL DB, DB2"	DBA	18	Bachelors (4 years)	55
100282	United States	Microsoft SQL Server	10	Microsoft SQL Server	DBA	6	None (no degree completed)	40
125000	United States	Microsoft SQL Server	17	"Oracle, SAP"	DBA	5	None (no degree completed)	45
160000	United States	Microsoft SQL Server	17	"Microsoft SQL Server, PostgreSQL, DB2"	DBA	17	Bachelors (4 years)	37
93800	United States	Microsoft SQL Server	5	"Oracle, Teradata"	Developer: T-SQL	9	Masters	40
89035	United States	Microsoft SQL Server	11	Oracle	DBA	6	Bachelors (4 years)	37
90000	United States	Microsoft SQL Server	7		DBA	7	None (no degree completed)	50
116000	United States	Microsoft SQL Server	15		DBA	7	None (no degree completed)	45
158000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, SAP"	DBA	15	Bachelors (4 years)	45
110000	Canada	Microsoft SQL Server	16	"MySQL/MariaDB, SQLite, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	5	None (no degree completed)	60
60900	United States	Microsoft SQL Server	3		DBA	3	Associates (2 years)	45
93500	United States	Microsoft SQL Server	10	"Microsoft Access, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	Masters	40
145000	United States	Microsoft SQL Server	25	"Oracle, MySQL/MariaDB, Amazon RDS (any flavor)"	DBA	30	Bachelors (4 years)	45
52970	Ireland	Microsoft SQL Server	3	"Microsoft SQL Server, Oracle, Microsoft Access"	Analyst	2	Masters	39
116000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, PostgreSQL, MongoDB"	Architect	4	None (no degree completed)	40
95000	United States	Microsoft SQL Server	16		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	Bachelors (4 years)	40
100000	Canada	Microsoft SQL Server	22	"Microsoft SQL Server, Oracle, MongoDB, Azure SQL DB"	DBA	15	None (no degree completed)	45
90000	United States	Microsoft SQL Server	10		DBA	10	Bachelors (4 years)	40
125000	United States	Microsoft SQL Server	16	"MySQL/MariaDB, PostgreSQL, Microsoft Access"	Analyst	16	None (no degree completed)	40
65000	United States	Azure SQL DB	1	MySQL/MariaDB	Developer: T-SQL	1	Bachelors (4 years)	45
70000	United States	Microsoft SQL Server	9	"Oracle, Microsoft Access, FoxPro"	DBA	9	Bachelors (4 years)	46
270000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Azure SQL DB"	Developer: T-SQL	15	Bachelors (4 years)	40
130000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Microsoft Access"	DBA	4	Bachelors (4 years)	50
64775	United States	Microsoft SQL Server	3	"Microsoft SQL Server, Interbase"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	None (no degree completed)	43
300000	United States	Microsoft SQL Server	14	"Oracle, Microsoft Access"	Engineer	18	Associates (2 years)	50
93000	United States	Microsoft SQL Server	7		Engineer	3	Bachelors (4 years)	45
105000	United Kingdom	Microsoft SQL Server	10	Oracle	Architect	10	Bachelors (4 years)	45
84000	United States	Microsoft SQL Server	18	"Microsoft SQL Server, MySQL/MariaDB, MongoDB, DB2, Microsoft Access"	DBA	10	Bachelors (4 years)	45
108000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Microsoft Access, Azure SQL DB"	Developer: T-SQL	4	Bachelors (4 years)	40
135000	United States	Microsoft SQL Server	18		Architect	3	Bachelors (4 years)	45
116000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Cassandra, Redis, Amazon RDS (any flavor)"	Manager	3	Associates (2 years)	60
104000	United States	Microsoft SQL Server	5	"MySQL/MariaDB, DB2, Azure SQL DB, Informix"	DBA	1	Masters	45
125000	United States	Microsoft SQL Server	9		Architect	0	Bachelors (4 years)	40
125000	United States	Microsoft SQL Server	15	"Oracle, hadoop"	DBA	15	Bachelors (4 years)	40
100000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB"	"Developer: App code (C#, JS, etc)"	10	Masters	45
107000	United States	Oracle	25		DBA	18	Bachelors (4 years)	40
138000	United States	Microsoft SQL Server	12	"PostgreSQL, DB2, Microsoft Access, Elasticsearch"	DBA	1	Bachelors (4 years)	40
135000	United States	Microsoft SQL Server	14	Oracle	Manager	5	Masters	45
59000	United Kingdom	Microsoft SQL Server	22		DBA	20	Bachelors (4 years)	40
102000	United States	Microsoft SQL Server	21	"Oracle, MySQL/MariaDB, Microsoft Access"	DBA	12	Bachelors (4 years)	42
117000	United States	Microsoft SQL Server	6	"Oracle, Azure SQL DB, Amazon RDS (any flavor)"	DBA	2	Associates (2 years)	50
110000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, Azure SQL DB"	DBA	5	None (no degree completed)	50
100000	United States	Microsoft SQL Server	7		DBA	1	Bachelors (4 years)	40
118500	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MongoDB, Azure SQL DB"	Developer: T-SQL	8	Masters	40
113300	United States	Microsoft SQL Server	20	Azure SQL DB	Architect	2	Bachelors (4 years)	55
123634	United States	Microsoft SQL Server	15		DBA	15	Bachelors (4 years)	40
102000	United States	Microsoft SQL Server	15		Engineer	17	Masters	40
95000	United States	Microsoft SQL Server	10	Oracle	DBA	10	Masters	40
165000	United States	Microsoft SQL Server	10	"MySQL/MariaDB, PostgreSQL, MongoDB"	DBA	10	Bachelors (4 years)	40
96108	United States	Microsoft SQL Server	10	Azure SQL DB	DBA	7	None (no degree completed)	50
95000	United States	Microsoft SQL Server	6	"Oracle, Microsoft Access"	Analyst	1	Bachelors (4 years)	40
81000	United States	Microsoft SQL Server	11	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	DBA	3	Bachelors (4 years)	42
73000	United States	Microsoft SQL Server	15	Microsoft Access	Developer: T-SQL	15	Bachelors (4 years)	50
55800	United Kingdom	Microsoft SQL Server	11		DBA	5	None (no degree completed)	40
115000	United States	Microsoft SQL Server	12	Microsoft SQL Server	DBA	14	Bachelors (4 years)	40
142000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor)"	DBA	20	Bachelors (4 years)	42
55845	United Kingdom	Microsoft SQL Server	4	MySQL/MariaDB	Architect	1	None (no degree completed)	35
100000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, MongoDB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	25	Masters	35
145000	United States	Microsoft SQL Server	17		Architect	3	Bachelors (4 years)	40
40000	United Kingdom	Microsoft SQL Server	4	"Microsoft SQL Server, Redis, SQLite, Amazon RDS (any flavor)"	DBA	2	Associates (2 years)	40
110000	United States	Microsoft SQL Server	3	"Oracle, MySQL/MariaDB"	DBA	5	Associates (2 years)	50
117000	United States	Microsoft SQL Server	10	Azure SQL DB	DBA	10	Masters	45
147000	United States	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, Microsoft Access, Amazon RDS (any flavor)"	DBA	8	Masters	45
109000	United States	Microsoft SQL Server	7	Oracle	DBA	7	Bachelors (4 years)	40
110000	United States	Microsoft SQL Server	12		DBA	1	Bachelors (4 years)	45
110000	United States	Microsoft SQL Server	17	Microsoft Access	DBA	3	Associates (2 years)	35
62000	United Kingdom	Microsoft SQL Server	8	MySQL/MariaDB	"Developer: App code (C#, JS, etc)"	8	None (no degree completed)	45
124800	United States	Microsoft SQL Server	14	"MySQL/MariaDB, DB2"	Architect	1	Bachelors (4 years)	40
71594	United States	Microsoft SQL Server	8	"Oracle, MySQL/MariaDB"	DBA	4	Bachelors (4 years)	40
200000	United States	Microsoft SQL Server	11	"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access, SQLite, Azure SQL DB, Amazon RDS (any flavor)"	Developer: T-SQL	1	Bachelors (4 years)	75
70400	United States	Microsoft SQL Server	5	Oracle	DBA	1	Bachelors (4 years)	40
125000	United States	Microsoft SQL Server	10		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Masters	50
85000	United States	Microsoft SQL Server	10		DBA	2	Bachelors (4 years)	40
98000	United States	Microsoft SQL Server	20		DBA	15	Bachelors (4 years)	50
132000	United States	Microsoft SQL Server	7	"MySQL/MariaDB, Microsoft Access, Azure SQL DB"	Engineer	2	None (no degree completed)	45
110000	United States	Microsoft SQL Server	17		DBA	4	Associates (2 years)	45
155000	United States	Microsoft SQL Server	19	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Microsoft Access, Elasticsearch, Azure SQL DB, Amazon RDS (any flavor)"	DBA	19	Bachelors (4 years)	40
113000	United States	Microsoft SQL Server	16	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Amazon RDS (any flavor)"	DBA	10	Associates (2 years)	40
47240	United States	Microsoft SQL Server	6	"MySQL/MariaDB, Microsoft Access, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	2	Associates (2 years)	40
29000	Brazil	Microsoft SQL Server	8		DBA	8	Bachelors (4 years)	60
65000	United States	Microsoft SQL Server	4		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	Masters	50
153000	United States	Microsoft SQL Server	17	"Oracle, PostgreSQL, Cassandra"	DBA	19	Bachelors (4 years)	50
116000	United States	Microsoft SQL Server	12	"Oracle, MySQL/MariaDB, DB2, Microsoft Access"	DBA	10	Bachelors (4 years)	50
135000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, DB2, Microsoft Access, Amazon RDS (any flavor)"	DBA	12	Bachelors (4 years)	40
122000	United States	Microsoft SQL Server	15		Architect	3	Bachelors (4 years)	40
125000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	DBA	20	Masters	45
110000	United States	Microsoft SQL Server	10	"MySQL/MariaDB, PostgreSQL, Microsoft Access"	Engineer	15	Masters	90
125000	United States	Microsoft SQL Server	17		DBA	13	Bachelors (4 years)	40
80000	United States	Microsoft SQL Server	8	Microsoft Access	DBA	6	None (no degree completed)	42
60000	United Kingdom	Microsoft SQL Server	9	"Microsoft Access, Azure SQL DB"	Architect	3	Associates (2 years)	55
108250	United States	Microsoft SQL Server	8	"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Microsoft Access"	DBA	12	Masters	42
91000	United States	Microsoft SQL Server	10	Microsoft Access	DBA	10	Bachelors (4 years)	42
120000	United States	Microsoft SQL Server	9	"Oracle, MySQL/MariaDB, SQLite"	DBA	5	Bachelors (4 years)	45
120000	United States	Microsoft SQL Server	17	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	17	Masters	40
53000	Canada	Microsoft SQL Server	6	"MySQL/MariaDB, Microsoft Access, Azure SQL DB"	DBA	7	Bachelors (4 years)	38
103900	United States	Microsoft SQL Server	10	DB2	DBA	10	Masters	40
84826	Germany	Microsoft SQL Server	14	"MySQL/MariaDB, DB2"	Architect	12	Masters	45
105000	United States	Microsoft SQL Server	15	"MySQL/MariaDB, Microsoft Access, SQL Anywhere 12"	DBA	15	Associates (2 years)	45
120000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Oracle"	DBA	20	Bachelors (4 years)	45
100000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Cassandra, SQLite, Azure SQL DB"	DBA	1	Associates (2 years)	42
41000	United Kingdom	Microsoft SQL Server	4	"Oracle, Microsoft Access, Progress OpenEdge"	DBA	13	Bachelors (4 years)	38
130500	United States	Microsoft SQL Server	23	"MySQL/MariaDB, Couchbase"	DBA	7	None (no degree completed)	45
149000	United States	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB"	Architect	5	Bachelors (4 years)	45
58000	United States	Microsoft SQL Server	5		Data Scientist	1	Masters	40
85000	United States	Microsoft SQL Server	6		DBA	2	Bachelors (4 years)	45
92000	United States	Microsoft SQL Server	4		DBA	2	Bachelors (4 years)	40
100000	United States	Microsoft SQL Server	15	Oracle	DBA	3	Bachelors (4 years)	45
120000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Redis, InfluxDB"	"Developer: App code (C#, JS, etc)"	5	None (no degree completed)	42
80939	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)"	DBA	12	None (no degree completed)	50
92000	United States	Microsoft SQL Server	2	Oracle	Analyst	8	Bachelors (4 years)	40
120000	United States	Microsoft SQL Server	13	DB2	Architect	4	Bachelors (4 years)	40
130000	United States	Microsoft SQL Server	15	"Oracle, MySQL/MariaDB, MongoDB, Amazon RDS (any flavor)"	DBA	28	Bachelors (4 years)	50
90000	United States	Microsoft SQL Server	10		Analyst	1	Bachelors (4 years)	40
96000	United States	Microsoft SQL Server	10	iSeries DB2	DBA	20	Associates (2 years)	38
98000	United States	Microsoft SQL Server	15	MySQL/MariaDB	DBA	15	Associates (2 years)	50
75000	Canada	Microsoft SQL Server	8	"Microsoft SQL Server, SAP"	DBA	3	None (no degree completed)	40
91000	United States	Microsoft SQL Server	13		DBA	12	Bachelors (4 years)	45
140000	United States	Other	1	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, Amazon RDS (any flavor)"	Engineer	10	Bachelors (4 years)	40
81000	Canada	Microsoft SQL Server	18		Architect	10	Bachelors (4 years)	40
87000	United Kingdom	Microsoft SQL Server	9	Microsoft Access	Manager	15	None (no degree completed)	40
76000	United States	Microsoft SQL Server	5	"MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB"	DBA	5	Associates (2 years)	40
105000	United States	Microsoft SQL Server	9	"MySQL/MariaDB, DB2"	DBA	2	Bachelors (4 years)	45
92000	United States	Microsoft SQL Server	15	"MySQL/MariaDB, PostgreSQL, Microsoft Access"	"Developer: App code (C#, JS, etc)"	20	Associates (2 years)	32
57500	United States	Microsoft SQL Server	3	"Oracle, MySQL/MariaDB, PostgreSQL, Cassandra, Microsoft Access, SQLite"	"Developer: App code (C#, JS, etc)"	3	Bachelors (4 years)	40
55600	United States	Microsoft SQL Server	2		DBA	2	Bachelors (4 years)	42
39000	United States	Microsoft SQL Server	3	Microsoft SQL Server	DBA	2	Associates (2 years)	42
80000	United States	Microsoft SQL Server	25	"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)"	DBA	10	None (no degree completed)	45
75000	United Kingdom	Microsoft SQL Server	14	Azure SQL DB	Developer: T-SQL	10	Bachelors (4 years)	44
90000	United States	Microsoft SQL Server	24	"Oracle, Microsoft Access, SAP, Azure SQL DB, Amazon RDS (any flavor), FoxPro"	DBA	24	Associates (2 years)	50
115000	United States	SAP	5	"Microsoft SQL Server, Oracle, PostgreSQL, DB2, Azure SQL DB"	DBA	22	Associates (2 years)	42
142500	United States	Microsoft SQL Server	8	Microsoft Access	Manager	5	Bachelors (4 years)	55
120000	United States	Microsoft SQL Server	10	"Oracle, DB2, Microsoft Access"	DBA	6	None (no degree completed)	43
120000	United States	Microsoft SQL Server	10		DBA	8	Bachelors (4 years)	45
85000	United States	Microsoft SQL Server	6		Developer: T-SQL	4	Masters	45
55908	United Kingdom	Microsoft SQL Server	4		DBA	4	Associates (2 years)	37
47414	United Kingdom	Microsoft SQL Server	6	Oracle	DBA	16	None (no degree completed)	37
120000	United States	Microsoft SQL Server	17		DBA	3	Bachelors (4 years)	40
110000	United States	Microsoft SQL Server	5	"Oracle, Firebird"	DBA	8	Masters	35
102000	United States	Microsoft SQL Server	9		DBA	10	Bachelors (4 years)	40
129780	United States	Microsoft SQL Server	16		Manager	3	Masters	40
155000	United States	Microsoft SQL Server	15	"Microsoft Access, SQLite"	DBA	10	None (no degree completed)	50
64500	Canada	Microsoft SQL Server	10	"MySQL/MariaDB, Microsoft Access"	DBA	2	Bachelors (4 years)	40
120000	United States	Microsoft SQL Server	12	Microsoft Access	DBA	10	Masters	40
98600	United States	Microsoft SQL Server	10	Oracle	Developer: T-SQL	4	Bachelors (4 years)	40
90000	United States	Microsoft SQL Server	15	Microsoft Access	Manager	12	None (no degree completed)	50
62666	Sweden	Microsoft SQL Server	5	Oracle	DBA	17	Associates (2 years)	40
111214	Canada	Microsoft SQL Server	16		DBA	8	Bachelors (4 years)	38
20000	Mexico	Microsoft SQL Server	10	"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB"	DBA	3	Bachelors (4 years)	40
115000	United States	Microsoft SQL Server	11		DBA	2	Masters	40
200000	United States	Microsoft SQL Server	18	"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB"	Architect	16	Bachelors (4 years)	50
65000	Canada	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle"	DBA	9	Doctorate/PhD	37
98000	United States	Microsoft SQL Server	2	"MySQL/MariaDB, Microsoft Access"	DBA	2	Masters	40
146000	United States	Microsoft SQL Server	16	"Oracle, MySQL/MariaDB, PostgreSQL, Cassandra, Azure SQL DB, Amazon RDS (any flavor)"	Engineer	3	Bachelors (4 years)	40
65000	Canada	Microsoft SQL Server	11		DBA	11	Bachelors (4 years)	40
115000	United States	Microsoft SQL Server	17	Microsoft Access	DBA	5	Associates (2 years)	45
136000	United States	Oracle	15	"Microsoft SQL Server, MongoDB, DB2"	DBA	3	None (no degree completed)	50
127500	United States	Microsoft SQL Server	16		Developer: T-SQL	4	Bachelors (4 years)	40
57512	Canada	Microsoft SQL Server	25	"Oracle, MySQL/MariaDB"	DBA	12	Bachelors (4 years)	42
148000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Elasticsearch, Amazon RDS (any flavor)"	DBA	2	Bachelors (4 years)	45
130000	United States	Microsoft SQL Server	15	Azure SQL DB	DBA	2	Bachelors (4 years)	42
155000	United States	Microsoft SQL Server	14	"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Netezza"	Developer: T-SQL	6	None (no degree completed)	40
